,text,external_id,error,classifications,error_detail
258, eleanorrylance there were people in the zoom meeting including number of east devon officers working flat out in very difficult ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.497}]",
259,,,True,,"Invalid text, empty strings are not allowed"
260, mekus_bt boys finish gb monthly subscription for wifi in week now popsi get zoom meeting no dey connect na the matter ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.748}]",
261,,,True,,"Invalid text, empty strings are not allowed"
262, ilovefreesw how to allow only signed in users to join zoom meeting https co jj omzkxpl ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.678}]",
263,,,True,,"Invalid text, empty strings are not allowed"
264, going to host zoom prayer meeting for black men m not sure when but probably in the next week if you are interested let me know ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.732}]",
265,,,True,,"Invalid text, empty strings are not allowed"
266,just farted rly loudly while rikei_ was on zoom meeting with her boss so that is where we re at in terms of so ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.954}]",
267,,,True,,"Invalid text, empty strings are not allowed"
268, misterarnie overheard my daughter doing zoom meeting with her kindergarten class saying with the weariness of an adult clark ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.544}]",
269,,,True,,"Invalid text, empty strings are not allowed"
270,on zoom meeting with my sister and the new baby ll be editing little and then logging on to cam after it ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.502}]",
271,,,True,,"Invalid text, empty strings are not allowed"
272, electroboyusa shelbyratifyera carolyn ga sky_lee_ wesing blue firegoddessb designationsix aliadair nancylevine axidentali ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.762}]",
273,,,True,,"Invalid text, empty strings are not allowed"
274, citraschwabe our final harry potter read aloud zoom meeting was today we finished the book yesterday and we drew the characters toda ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.639}]",
275,,,True,,"Invalid text, empty strings are not allowed"
276,me to kristicle think am gonna watch roadhouse and then maybe go light fire in the backyard while you have ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.736}]",
277,,,True,,"Invalid text, empty strings are not allowed"
278, aidabs graciagrande yo bien happy andaba ya medio zoom meeting ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.785}]",
279,,,True,,"Invalid text, empty strings are not allowed"
280, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
281,,,True,,"Invalid text, empty strings are not allowed"
282,hey look at that had zoom meeting my dad and we argued about politics and now we re not talking raisedconservative,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.621}]",
283,,,True,,"Invalid text, empty strings are not allowed"
284, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
285,,,True,,"Invalid text, empty strings are not allowed"
286, aeroclub_wi tune in this sunday for our zoom club meeting and engage in excited aviation discussions meeting id and password will be ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.52}]",
287,,,True,,"Invalid text, empty strings are not allowed"
288, gordonhayward was lot of fun to drop in on the charlestown boys basketball team during their zoom meeting and see their faces when ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.966}]",
289,,,True,,"Invalid text, empty strings are not allowed"
290, lesflicks starting now jamie amp jessie are not together watchparty amp with creator wendy jo carlton juicyplanet jamie is moving ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.799}]",
291,,,True,,"Invalid text, empty strings are not allowed"
292,dave schmidt meta coin scam zoom meeting just happened if we know about it so does the sec ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.539}]",
293,,,True,,"Invalid text, empty strings are not allowed"
294, coachcodge any hs football player who missed tonight zoom meeting email coach colatruglio to schedule weight room times all player ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.666}]",
295,,,True,,"Invalid text, empty strings are not allowed"
296, am pretty sure said what the ck on zoom meeting today unmuted because someone messaged ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.83}]",
297,,,True,,"Invalid text, empty strings are not allowed"
298,me wah have zoom meeting,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.725}]",
299,,,True,,"Invalid text, empty strings are not allowed"
300, msmnpunjab msm north punjab social media meeting via zoom may chief guest haidar mustafa deputy coordinator social media msm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.698}]",
301,,,True,,"Invalid text, empty strings are not allowed"
302,any hs football player who missed tonight zoom meeting email coach colatruglio to schedule weight room times al ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.58}]",
303,,,True,,"Invalid text, empty strings are not allowed"
304, piratebeachbum just saw microsoft teams commercial their knockoff of zoom the fictitious doctor was wearing mask on cam during ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.987}]",
305,,,True,,"Invalid text, empty strings are not allowed"
306,best virtual meeting backgrounds for zoom explore by expedia ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.96}]",
307,,,True,,"Invalid text, empty strings are not allowed"
308, aeroclub_wi tune in this sunday for our zoom club meeting and engage in excited aviation discussions meeting id and password will be ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.52}]",
309,,,True,,"Invalid text, empty strings are not allowed"
310, formula no because m in zoom meeting so in min well he probably not going to see this but plz altars it in min,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.508}]",
311,,,True,,"Invalid text, empty strings are not allowed"
312, don know what zoom_us has done but as of wednesday my connection repeatedly drops out when am hosting zoom ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.977}]",
313,,,True,,"Invalid text, empty strings are not allowed"
314,tune in this sunday for our zoom club meeting and engage in excited aviation discussions meeting id and password ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.69}]",
315,,,True,,"Invalid text, empty strings are not allowed"
316, shakerlakes are you ready for nature at night here a checklist to make sure you re ready for our free zoom happy hour on saturday ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.77}]",
317,,,True,,"Invalid text, empty strings are not allowed"
318,work out at home with k fit and fun with friends senior edition hosted by personal trainer and member foluke ar ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.567}]",
319,,,True,,"Invalid text, empty strings are not allowed"
320, sicb_dcb_dvm link to register ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.828}]",
321,,,True,,"Invalid text, empty strings are not allowed"
322, hunkybloodydory why do they call it zoom meeting and not co vid ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.462}]",
323,,,True,,"Invalid text, empty strings are not allowed"
324, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
325,,,True,,"Invalid text, empty strings are not allowed"
326, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
327,,,True,,"Invalid text, empty strings are not allowed"
328,it was awesome to be apart of the zoom meeting last night to celebrate a man who did amp has continued to do so mu ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.819}]",
329,,,True,,"Invalid text, empty strings are not allowed"
330,when everyone leaves the zoom meeting except for and ur crush ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.44}]",
331,,,True,,"Invalid text, empty strings are not allowed"
332, ericsonlayos see you tomorrow misskareee and aljonmendoza_ on our zoom meeting presscon for labyu hehe don forget to subscribe ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.767}]",
333,,,True,,"Invalid text, empty strings are not allowed"
334, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
335,,,True,,"Invalid text, empty strings are not allowed"
336,catalyze sv project advocacy committee meeting started on zoom mins ago we re reviewing project on north th st in downtown san jose ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.86}]",
337,,,True,,"Invalid text, empty strings are not allowed"
338,had meeting on zoom_us today with german colleagues that was disrupted by some anti semitic jerk who posted nazi ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.58}]",
339,,,True,,"Invalid text, empty strings are not allowed"
340,sropsjjd fell asleep during my zoom meeting in front of the whole fucking class just passed out im never ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.801}]",
341,,,True,,"Invalid text, empty strings are not allowed"
342, derwinlgray just got off zoom meeting with the myers park high school football team led by scotchadwick love when coaches inve ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.927}]",
343,,,True,,"Invalid text, empty strings are not allowed"
344, hoffaatyaboyedition ganggang officialthuggedoutthursdays tot yougottarelax happy birthday king staysuperblesse ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.622}]",
345,,,True,,"Invalid text, empty strings are not allowed"
346, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
347,,,True,,"Invalid text, empty strings are not allowed"
348, no longer just meeting platform zoom_us is now the foundation of musical check out this awesome interview ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.877}]",
349,,,True,,"Invalid text, empty strings are not allowed"
350, get it had zoom condo assn meeting today was lazy and used my ipad which pictured me at bad angle l ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.679}]",
351,,,True,,"Invalid text, empty strings are not allowed"
352,zoom meeting later at pm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.916}]",
353,,,True,,"Invalid text, empty strings are not allowed"
354, zoom zoomcodes zoommeeting zoom meeting join noww meeting id password cfwwv english only and joi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.9}]",
355,,,True,,"Invalid text, empty strings are not allowed"
356, tune in live tues june nd to the stay vintaj tuned live stream pm est on zoom with jagged edge keith robin ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.836}]",
357,,,True,,"Invalid text, empty strings are not allowed"
358,my sobriety and habits group is inviting moms to join us for zoom meeting in two weeks it was so cute how excite ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.889}]",
359,,,True,,"Invalid text, empty strings are not allowed"
360, tune in live tues june nd to the stay vintaj tuned live stream pm est on zoom with jagged edge keith robin ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.836}]",
361,,,True,,"Invalid text, empty strings are not allowed"
362,uhhhhhhh have zoom meeting next week for research lab that really want to get into m so nervous,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.762}]",
363,,,True,,"Invalid text, empty strings are not allowed"
364, electroboyusa shelbyratifyera carolyn ga sky_lee_ wesing blue firegoddessb designationsix aliadair nancylevine axidentali ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.762}]",
365,,,True,,"Invalid text, empty strings are not allowed"
366, isc nigeria chapter covid outreach webinar series kicks off covid pandemic has introduced paradigm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.805}]",
367,,,True,,"Invalid text, empty strings are not allowed"
368, breadrosesdsa how should socialists relate to the democratic party liberals tell us we should endorse biden some radicals suggest wo ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.565}]",
369,,,True,,"Invalid text, empty strings are not allowed"
370, charitydodd friends join me on wednesday at pm et for free workshop to discuss creating playlists for self paced learning ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.543}]",
371,,,True,,"Invalid text, empty strings are not allowed"
372, plasticsbeyond watch the short film plastic wave then join our president enckj for post screening amp hosted by our friends ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.506}]",
373,,,True,,"Invalid text, empty strings are not allowed"
374, fperez_org dear zoom_us it seems like you need to update your unicode support your auto generated calendar entries look like thi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.893}]",
375,,,True,,"Invalid text, empty strings are not allowed"
376, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
377,,,True,,"Invalid text, empty strings are not allowed"
378, hdfccredilael discover the changing study abroad scenario regarding financial aid or scholarships due to covid by joining free we ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.955}]",
379,,,True,,"Invalid text, empty strings are not allowed"
380,the zoom meeting was supposed to be in minute ago me listening to and they re off in the dark for the ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.491}]",
381,,,True,,"Invalid text, empty strings are not allowed"
382, _waywardunicorn kamyb officialbrianab kimrhodes real don understand zoom can you be in meeting just to ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.701}]",
383,,,True,,"Invalid text, empty strings are not allowed"
384, coachrexwalters tomorrow at pm eastern will be reviewing the top nba after time out offensive team from the season if ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.827}]",
385,,,True,,"Invalid text, empty strings are not allowed"
386,had business zoom meeting and one of the screens was tub full of puppies ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.545}]",
387,,,True,,"Invalid text, empty strings are not allowed"
388, drsupersalty confession ve never been on zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.583}]",
389,,,True,,"Invalid text, empty strings are not allowed"
390, elcaadvocacy it is time for round two next saturday june th is the second creationcareambassador certification training register ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.701}]",
391,,,True,,"Invalid text, empty strings are not allowed"
392, shelbyratifyera carolyn ga sky_lee_ wesing blue firegoddessb designationsix aliadair nancylevine ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.761}]",
393,,,True,,"Invalid text, empty strings are not allowed"
394, garlandgates news member of the shelbyoh area democratic club has been elected chairman of the richlandcounty democraticparty ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.525}]",
395,,,True,,"Invalid text, empty strings are not allowed"
396, communistsusa are you interested in joining the fight to abolish the prison industrial complex join the communist party peoplesworl ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.686}]",
397,,,True,,"Invalid text, empty strings are not allowed"
398, dra_ nma zoom meeting and couldn stop laughing prof please unmute yourself ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.554}]",
399,,,True,,"Invalid text, empty strings are not allowed"
400, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
401,,,True,,"Invalid text, empty strings are not allowed"
402, robertlustigmd william grant phd wbgrant physics ucberkeley is world renowned expert on vitamin dr grant will explain ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.546}]",
403,,,True,,"Invalid text, empty strings are not allowed"
404, charlievensel babyboomstick gnawmaul foiltha lol we do too been meeting on zoom last months ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.707}]",
405,,,True,,"Invalid text, empty strings are not allowed"
406,join the shapepacouncil for another wellnesswednesday free dance party with psquaredpe june rd pm to ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.562}]",
407,,,True,,"Invalid text, empty strings are not allowed"
408, shakerlakes are you ready for nature at night here a checklist to make sure you re ready for our free zoom happy hour on saturday ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.77}]",
409,,,True,,"Invalid text, empty strings are not allowed"
410, sdclimateaction curious about what is happening within our region new community choice energy program join us in an hour at san dieg ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.738}]",
411,,,True,,"Invalid text, empty strings are not allowed"
412, think the whitest thing my bf has ever done was when wanted to kiss him but he was in zoom meeting and he lit ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.779}]",
413,,,True,,"Invalid text, empty strings are not allowed"
414, eepcindia eepc india and msmedimumbai minmsme goi are organising an session on msme schemes during covid to join click http ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.893}]",
415,,,True,,"Invalid text, empty strings are not allowed"
416, deadtome me when my boss has to end the zoom meeting early due to poor internet connection ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.798}]",
417,,,True,,"Invalid text, empty strings are not allowed"
418, msmnpunjab msm north punjab social media meeting via zoom may chief guest haidar mustafa deputy coordinator social media msm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.698}]",
419,,,True,,"Invalid text, empty strings are not allowed"
420,hitting the wall of zoom fatigue by now love these ideas on four ways to cut time off your next meeting ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.978}]",
421,,,True,,"Invalid text, empty strings are not allowed"
422,how to allow only signed in users to join zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.547}]",
423,,,True,,"Invalid text, empty strings are not allowed"
424, communistsusa are you interested in joining the fight to abolish the prison industrial complex join the communist party peoplesworl ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.686}]",
425,,,True,,"Invalid text, empty strings are not allowed"
426, drsalinaslab save the dates june and will be dedicated to our annual north american comparative immunology meeting only trainees ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.445}]",
427,,,True,,"Invalid text, empty strings are not allowed"
428, larry_j_scott jabariknighten great meeting tonight via zoom with howard university much appreciated and thank you again ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.994}]",
429,,,True,,"Invalid text, empty strings are not allowed"
430, zoomjakol meeting id password metbb,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.904}]",
431,,,True,,"Invalid text, empty strings are not allowed"
432, coachhyer great night meeting with the dline quick review some new info and some film thanks to marlemlouis for the quick talk ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.988}]",
433,,,True,,"Invalid text, empty strings are not allowed"
434,forgot that am employed by the government today when dropped acab in the zoom meeting this morning had to expla ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.708}]",
435,,,True,,"Invalid text, empty strings are not allowed"
436,dave schmidt meta coin scam zoom meeting just happened if we know about it so does the sec ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.539}]",
437,,,True,,"Invalid text, empty strings are not allowed"
438,join the zoom meeting for sensitization of pwd leaders in nigeria on covid ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.736}]",
439,,,True,,"Invalid text, empty strings are not allowed"
440,the moment you forgot you actually have hour zoom meeting until the reminder rings in your ears noo,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.852}]",
441,in minutes zoom meeting hear me speak for minutes on my platform and take amp for minutes pm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.909}]",
442,,,True,,"Invalid text, empty strings are not allowed"
443, babyboomstick gnawmaul foiltha lol we do too been meeting on zoom last months ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.714}]",
444,,,True,,"Invalid text, empty strings are not allowed"
445, smilecentreorg yuks join mental health seminar online good music good thinking angelina s pd minggu may ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.676}]",
446,,,True,,"Invalid text, empty strings are not allowed"
447,new player information meeting monday june at pm on zoom register at to get zoom log in ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.819}]",
448,,,True,,"Invalid text, empty strings are not allowed"
449, aspiesurvngloss june rd workshop from am pm est on supporting autistic people experiencing suicidal thoughts and behaviors ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.552}]",
450,,,True,,"Invalid text, empty strings are not allowed"
451, ihse_mcgill instructor workshop planning for remote delivery this teaching and learning services mcgilltls workshop is being ho ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.984}]",
452,,,True,,"Invalid text, empty strings are not allowed"
453, hope my manager don smell the alcohol in my breathe during this zoom meeting,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.614}]",
454,,,True,,"Invalid text, empty strings are not allowed"
455, ihse_mcgill instructor workshop designing assessments for remote delivery this teaching and learning services mcgilltls worksho ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.785}]",
456,,,True,,"Invalid text, empty strings are not allowed"
457, jmillernhssd today we did our morning zoom meeting from classroom everyone was so happy to see the place we have been missing so muc ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.998}]",
458,,,True,,"Invalid text, empty strings are not allowed"
459,big thanks to my man titans te tommyhudson serving our govalorfootball tight ends tonight in our weekly te zoo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.815}]",
460,,,True,,"Invalid text, empty strings are not allowed"
461,news member of the shelbyoh area democratic club has been elected chairman of the richlandcounty ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.672}]",
462,,,True,,"Invalid text, empty strings are not allowed"
463, dromolara am sick and tired of being sick and tired so hosting meeting on sat may th at pm et to discuss how we physicians can ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.437}]",
464,,,True,,"Invalid text, empty strings are not allowed"
465,today we did our morning zoom meeting from classroom everyone was so happy to see the place we have been missing ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.962}]",
466,,,True,,"Invalid text, empty strings are not allowed"
467,how to transfer files during zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.759}]",
468,,,True,,"Invalid text, empty strings are not allowed"
469, sharon_ikeazor in continuation of the clean nigeria campaign glad to have joined the vp profosinbajo via zoom for the inaugural mee ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.51}]",
470,,,True,,"Invalid text, empty strings are not allowed"
471, uwaanthsocs good morning everyone join uwaanthsocs today at pm for two early phd candidature presentations katie cur ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.538}]",
472,,,True,,"Invalid text, empty strings are not allowed"
473, zoom zoomcodes zoommeeting zoom meeting join noww meeting id password cfwwv english only and joi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.9}]",
474,,,True,,"Invalid text, empty strings are not allowed"
475, lgbtnetworkny bae or nay healthy relationship talk pm tomorrow lets talk about healthy relationship amp signs to look out for unheal ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.614}]",
476,,,True,,"Invalid text, empty strings are not allowed"
477, naperlib scottgreenmagic is helping us kick off our summer reading program with virtual magic show for all ages join us at m ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.722}]",
478,,,True,,"Invalid text, empty strings are not allowed"
479, capmetroatx join us tonight at m for projectconnect virtual community meeting city council members kitchen amp paigeforau ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.49}]",
480,,,True,,"Invalid text, empty strings are not allowed"
481, sam_levine cherylheuton zoom meeting background before books and knickknacks have been added ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.857}]",
482,,,True,,"Invalid text, empty strings are not allowed"
483, mayors_council sorry again for all of the technical issues this morning everyone with zoom and youtube we ve posted recording of th ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.747}]",
484,,,True,,"Invalid text, empty strings are not allowed"
485,this was my st zoom meeting overall experience was very positive thebarbarasmith amp naomi jaffe shared criti ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.698}]",
486,,,True,,"Invalid text, empty strings are not allowed"
487, tchdhealth business owners join tomorrow webinar for business support on re opening get updates and answers to your questions from ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.395}]",
488,,,True,,"Invalid text, empty strings are not allowed"
489, missdestructo dave first zoom meeting didn go well ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.493}]",
490,,,True,,"Invalid text, empty strings are not allowed"
491,awesome zoom meeting this afternoon with lmulionsmbb appreciate coach stan johnson amp his staff for reaching out ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.975}]",
492,,,True,,"Invalid text, empty strings are not allowed"
493, spatialxr the new app launching on oculus quest is the virtual meeting room needed jetscott glad we could help you take ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.616}]",
494,,,True,,"Invalid text, empty strings are not allowed"
495,upcoming softball advisory committee meeting to be conducted via zoom ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.837}]",
496,,,True,,"Invalid text, empty strings are not allowed"
497, uci cola happening tonight uci housing meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.839}]",
498,,,True,,"Invalid text, empty strings are not allowed"
499,upcoming officials advisory committee meeting to be conducted via zoom ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.86}]",
500,,,True,,"Invalid text, empty strings are not allowed"
501, zoom meeting with my aunts brb,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.833}]",
502,,,True,,"Invalid text, empty strings are not allowed"
503,the ephesus seventh day adventist church women ministry presents awakening heart safe space for women to addre ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.949}]",
504,,,True,,"Invalid text, empty strings are not allowed"
505, jenniferbrown the message is clear courage is necessary in order to create connection join us on this special sxsw online session ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.958}]",
506,,,True,,"Invalid text, empty strings are not allowed"
507, am sober so there no excuse for me texting the guy who stood me up months ago so he responded immediately ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.818}]",
508,,,True,,"Invalid text, empty strings are not allowed"
509,does anyone wanna have zoom meeting where we just stream indie music shmoke and pretend its chill music festival,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.505}]",
510,,,True,,"Invalid text, empty strings are not allowed"
511, csdevnet wed join piusoko climatewed olumide idowu pigdgreen titouzomah jame harrison benita siloko and wonne afronelly ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.57}]",
512,,,True,,"Invalid text, empty strings are not allowed"
